Student ID,Name,Performance (AI),Performance (Web Dev),Performance (Networking),Interest 1,Interest 2,Interest 3,Overall Rating (0-100)
5065,Student_4065,93,83,70,Web Dev,Networking,Web Dev,76
5066,Student_4066,53,96,79,IoT,Networking,Web Dev,75
5067,Student_4067,85,58,77,IoT,Data Science,AI,89
5068,Student_4068,67,69,85,Networking,Networking,Web Dev,91
5069,Student_4069,64,89,75,IoT,Web Dev,IoT,73
5070,Student_4070,62,74,83,Networking,Data Science,IoT,74
5071,Student_4071,68,68,57,IoT,Networking,Data Science,71
5072,Student_4072,98,54,59,AI,IoT,Data Science,96
5073,Student_4073,55,60,97,AI,Networking,Web Dev,70
5074,Student_4074,97,64,92,IoT,AI,AI,64
5075,Student_4075,61,57,99,Web Dev,Data Science,IoT,70
5076,Student_4076,86,68,63,Networking,Networking,Networking,93
5077,Student_4077,66,72,89,IoT,Networking,Data Science,78
5078,Student_4078,72,76,64,Networking,Web Dev,IoT,85
5079,Student_4079,75,89,66,Data Science,IoT,Web Dev,85
5080,Student_4080,78,81,67,IoT,IoT,IoT,76
5081,Student_4081,82,75,81,Web Dev,Web Dev,IoT,90
5082,Student_4082,76,76,87,Data Science,Web Dev,Web Dev,78
5083,Student_4083,74,68,72,IoT,AI,Data Science,79
5084,Student_4084,59,99,95,AI,Data Science,Data Science,82
5085,Student_4085,96,91,72,IoT,IoT,Networking,84
5086,Student_4086,72,78,84,AI,Web Dev,Networking,87
5087,Student_4087,70,88,88,AI,Web Dev,Data Science,96
5088,Student_4088,70,90,64,IoT,Data Science,Data Science,71
5089,Student_4089,92,82,73,IoT,Web Dev,Data Science,60
5090,Student_4090,62,68,77,AI,AI,Data Science,61
5091,Student_4091,86,86,65,Networking,Data Science,IoT,69
5092,Student_4092,82,68,65,Data Science,AI,Networking,93
5093,Student_4093,73,82,89,Web Dev,Networking,Web Dev,91
5094,Student_4094,93,96,88,IoT,IoT,AI,84
5095,Student_4095,60,65,55,Data Science,Web Dev,Web Dev,69
5096,Student_4096,66,72,51,Data Science,Data Science,AI,60
5097,Student_4097,53,56,62,Networking,AI,IoT,91
5098,Student_4098,96,75,93,Data Science,IoT,Networking,96
5099,Student_4099,74,81,96,IoT,IoT,AI,71
5100,Student_4100,79,61,58,Data Science,Web Dev,Data Science,77
5101,Student_4101,58,57,83,IoT,IoT,IoT,89
5102,Student_4102,70,54,66,IoT,Web Dev,AI,72
5103,Student_4103,69,91,76,AI,Networking,Data Science,62
5104,Student_4104,68,77,78,Networking,Web Dev,IoT,80
5105,Student_4105,68,54,86,Web Dev,AI,AI,73
5106,Student_4106,61,98,92,AI,IoT,Data Science,99
5107,Student_4107,86,75,71,Web Dev,IoT,Networking,69
5108,Student_4108,91,54,73,IoT,IoT,IoT,61
5109,Student_4109,66,71,56,AI,Web Dev,AI,96
5110,Student_4110,86,64,83,Data Science,Data Science,Data Science,70
5111,Student_4111,97,62,97,Data Science,Web Dev,Networking,60
5112,Student_4112,88,77,61,Web Dev,AI,Data Science,85
5113,Student_4113,77,82,72,IoT,Web Dev,Networking,72
5114,Student_4114,90,92,64,Web Dev,IoT,AI,87
5115,Student_4115,84,72,82,Networking,Networking,Data Science,95
5116,Student_4116,96,82,62,Data Science,AI,Data Science,80
5117,Student_4117,97,92,72,AI,Networking,Web Dev,69
5118,Student_4118,67,67,87,AI,AI,IoT,71
5119,Student_4119,63,99,81,AI,AI,Data Science,86
5120,Student_4120,84,79,94,Data Science,IoT,Networking,62
5121,Student_4121,93,75,99,IoT,Web Dev,IoT,87
5122,Student_4122,90,65,84,Data Science,IoT,AI,61
5123,Student_4123,56,62,50,Data Science,IoT,IoT,87
5124,Student_4124,90,88,96,AI,IoT,Web Dev,90
5125,Student_4125,62,82,94,Data Science,Networking,AI,80
5126,Student_4126,67,75,54,AI,AI,Data Science,66
5127,Student_4127,86,97,62,IoT,Data Science,AI,90
5128,Student_4128,62,50,54,Networking,Web Dev,AI,73
5129,Student_4129,85,98,81,AI,IoT,Web Dev,98
5130,Student_4130,80,87,70,Web Dev,AI,Networking,98
5131,Student_4131,51,51,73,Networking,Web Dev,AI,68
5132,Student_4132,65,98,67,IoT,Data Science,Networking,82
5133,Student_4133,58,55,70,Networking,Data Science,IoT,71
5134,Student_4134,58,95,59,AI,IoT,Web Dev,88
5135,Student_4135,87,99,73,IoT,Data Science,Data Science,97
5136,Student_4136,60,87,89,Web Dev,Data Science,AI,98
5137,Student_4137,71,91,96,AI,Web Dev,Networking,81
5138,Student_4138,82,73,70,AI,Web Dev,AI,63
5139,Student_4139,85,67,74,IoT,IoT,Web Dev,66
5140,Student_4140,94,76,72,IoT,AI,Data Science,99
5141,Student_4141,72,90,71,Networking,IoT,IoT,67
5142,Student_4142,94,57,53,Web Dev,Networking,IoT,94
5143,Student_4143,94,77,83,Networking,Data Science,Networking,68
5144,Student_4144,83,59,55,Networking,AI,IoT,72
5145,Student_4145,58,66,77,AI,Web Dev,Networking,98
5146,Student_4146,73,78,80,IoT,Networking,Data Science,79
5147,Student_4147,57,55,84,AI,Networking,AI,80
5148,Student_4148,56,63,88,Web Dev,Data Science,Web Dev,78
5149,Student_4149,85,71,91,Networking,Web Dev,Data Science,61
5150,Student_4150,67,55,72,Web Dev,AI,Data Science,99
5151,Student_4151,52,75,55,IoT,Web Dev,IoT,89
5152,Student_4152,77,88,65,IoT,Data Science,IoT,82
5153,Student_4153,55,61,51,Data Science,Networking,Web Dev,99
5154,Student_4154,93,84,73,Web Dev,Data Science,AI,72
5155,Student_4155,93,63,66,AI,IoT,Data Science,92
5156,Student_4156,70,71,94,Web Dev,Networking,IoT,91
5157,Student_4157,77,72,50,Networking,Data Science,Data Science,87
5158,Student_4158,89,97,55,IoT,AI,AI,83
5159,Student_4159,50,56,54,IoT,AI,Networking,87
5160,Student_4160,85,89,94,Web Dev,AI,AI,89
5161,Student_4161,70,99,99,Web Dev,IoT,Data Science,88
5162,Student_4162,92,74,78,Web Dev,Web Dev,Data Science,93
5163,Student_4163,84,62,61,Networking,AI,Web Dev,81
5164,Student_4164,62,70,88,Networking,IoT,Data Science,84
5165,Student_4165,98,90,96,AI,AI,IoT,73
5166,Student_4166,59,59,52,Web Dev,IoT,Web Dev,69
5167,Student_4167,93,58,97,AI,AI,Data Science,69
5168,Student_4168,96,64,50,Data Science,Web Dev,AI,67
5169,Student_4169,59,51,76,Networking,Data Science,Data Science,73
5170,Student_4170,95,74,97,IoT,AI,AI,97
5171,Student_4171,62,62,73,Data Science,Data Science,AI,91
5172,Student_4172,86,83,93,IoT,AI,Data Science,91
5173,Student_4173,87,83,68,Data Science,Web Dev,AI,62
5174,Student_4174,73,84,57,AI,Data Science,Networking,79
5175,Student_4175,51,87,93,AI,IoT,Web Dev,72
5176,Student_4176,71,52,96,Networking,AI,Data Science,82
5177,Student_4177,66,91,51,IoT,AI,Networking,78
5178,Student_4178,85,55,79,Data Science,IoT,AI,75
5179,Student_4179,63,97,79,Web Dev,Web Dev,AI,95
5180,Student_4180,59,98,98,Web Dev,Networking,Web Dev,94
5181,Student_4181,84,68,88,Networking,AI,Networking,66
5182,Student_4182,74,52,94,IoT,IoT,Networking,96
5183,Student_4183,52,67,81,Web Dev,Networking,Data Science,67
5184,Student_4184,96,88,50,Networking,AI,AI,84
5185,Student_4185,87,58,87,Networking,Data Science,IoT,82
5186,Student_4186,66,61,62,IoT,IoT,Data Science,69
5187,Student_4187,61,54,60,Web Dev,Data Science,Data Science,89
5188,Student_4188,73,52,59,Web Dev,Web Dev,Data Science,92
5189,Student_4189,78,60,97,Web Dev,Networking,Web Dev,70
5190,Student_4190,92,79,75,AI,IoT,Web Dev,94
5191,Student_4191,74,53,69,Web Dev,AI,Data Science,86
5192,Student_4192,85,54,66,Data Science,AI,IoT,62
5193,Student_4193,75,50,66,AI,Networking,Networking,67
5194,Student_4194,87,76,53,AI,Data Science,Networking,72
5195,Student_4195,50,77,54,AI,Data Science,AI,62
5196,Student_4196,69,78,72,AI,IoT,Networking,79
5197,Student_4197,77,67,95,Networking,IoT,Networking,94
5198,Student_4198,65,61,59,Data Science,Data Science,IoT,72
5199,Student_4199,96,62,95,IoT,IoT,Networking,79
5200,Student_4200,66,90,77,Web Dev,Data Science,IoT,83
5201,Student_4201,89,51,82,AI,Networking,Web Dev,68
5202,Student_4202,77,86,92,IoT,IoT,IoT,89
5203,Student_4203,61,94,75,Networking,Data Science,Web Dev,84
5204,Student_4204,76,65,99,IoT,IoT,IoT,75
5205,Student_4205,91,97,97,AI,AI,Data Science,67
5206,Student_4206,96,73,78,Data Science,AI,Web Dev,87
5207,Student_4207,79,84,76,IoT,Web Dev,Web Dev,71
5208,Student_4208,90,71,67,AI,Data Science,Networking,83
5209,Student_4209,83,85,89,AI,Web Dev,Web Dev,88
5210,Student_4210,86,60,59,Web Dev,Data Science,IoT,74
5211,Student_4211,55,95,91,Web Dev,IoT,Data Science,77
5212,Student_4212,56,78,54,Data Science,Data Science,Data Science,66
5213,Student_4213,81,84,59,Web Dev,AI,Networking,72
5214,Student_4214,81,97,99,Data Science,IoT,IoT,78
5215,Student_4215,74,64,70,Networking,AI,IoT,64
5216,Student_4216,82,80,73,Networking,IoT,AI,85
5217,Student_4217,56,91,87,Web Dev,Data Science,Web Dev,61
5218,Student_4218,61,90,52,Networking,Data Science,Networking,92
5219,Student_4219,65,92,89,IoT,AI,Data Science,96
5220,Student_4220,65,65,80,IoT,Networking,AI,84
5221,Student_4221,92,59,90,IoT,Data Science,IoT,84
5222,Student_4222,85,98,86,Networking,Networking,Web Dev,98
5223,Student_4223,62,81,51,IoT,IoT,Data Science,89
5224,Student_4224,56,51,51,Data Science,Networking,AI,63
5225,Student_4225,85,73,88,AI,AI,IoT,78
5226,Student_4226,96,72,98,Web Dev,Web Dev,Data Science,86
5227,Student_4227,58,51,91,Data Science,Web Dev,Data Science,98
5228,Student_4228,81,87,93,IoT,AI,IoT,83
5229,Student_4229,60,80,83,AI,Web Dev,IoT,96
5230,Student_4230,57,89,91,Web Dev,AI,Networking,84
5231,Student_4231,82,75,69,Data Science,Data Science,Data Science,88
5232,Student_4232,72,78,82,Web Dev,Networking,IoT,90
5233,Student_4233,74,52,53,Networking,Web Dev,AI,94
5234,Student_4234,57,63,94,IoT,Data Science,Web Dev,87
5235,Student_4235,94,74,93,Data Science,Web Dev,Networking,97
5236,Student_4236,71,97,60,Data Science,IoT,IoT,63
5237,Student_4237,53,50,91,AI,AI,Web Dev,87
5238,Student_4238,89,52,96,AI,AI,Networking,90
5239,Student_4239,52,75,54,AI,Data Science,Data Science,82
5240,Student_4240,78,67,74,Web Dev,IoT,Web Dev,73
5241,Student_4241,90,58,98,IoT,Networking,Networking,87
5242,Student_4242,78,87,86,Web Dev,IoT,IoT,73
5243,Student_4243,83,72,83,IoT,IoT,IoT,60
5244,Student_4244,83,70,58,Data Science,Networking,Networking,91
5245,Student_4245,77,50,55,Web Dev,Networking,Data Science,77
5246,Student_4246,62,70,67,Web Dev,IoT,Networking,64
5247,Student_4247,64,76,63,Web Dev,Web Dev,AI,74
5248,Student_4248,72,91,68,Networking,Web Dev,Networking,75
5249,Student_4249,93,55,63,IoT,IoT,Networking,95
5250,Student_4250,75,93,89,IoT,Web Dev,IoT,95
5251,Student_4251,53,85,66,Web Dev,Networking,Data Science,99
5252,Student_4252,75,77,84,Networking,Networking,Networking,89
5253,Student_4253,89,94,78,Web Dev,Web Dev,Web Dev,97
5254,Student_4254,58,66,91,IoT,Networking,IoT,82
5255,Student_4255,54,89,66,Data Science,AI,IoT,70
5256,Student_4256,81,52,92,Networking,Networking,Networking,84
5257,Student_4257,69,61,57,Networking,IoT,Web Dev,61
5258,Student_4258,99,88,50,Web Dev,Data Science,Networking,94
5259,Student_4259,60,61,94,Data Science,Web Dev,Web Dev,83
5260,Student_4260,64,51,85,IoT,Web Dev,IoT,72
5261,Student_4261,81,95,56,AI,Networking,Web Dev,96
5262,Student_4262,77,71,95,IoT,Networking,Networking,89
5263,Student_4263,71,72,54,IoT,Data Science,AI,70
5264,Student_4264,90,79,73,Data Science,Data Science,AI,82
5265,Student_4265,66,54,77,Networking,IoT,Web Dev,87
5266,Student_4266,75,58,92,IoT,AI,Networking,88
5267,Student_4267,93,70,66,Networking,IoT,Data Science,74
5268,Student_4268,56,60,86,Data Science,Web Dev,AI,62
5269,Student_4269,91,54,69,Data Science,Networking,IoT,68
5270,Student_4270,75,84,52,Web Dev,IoT,Networking,67
5271,Student_4271,74,76,86,AI,Networking,Networking,92
5272,Student_4272,59,98,75,Data Science,Networking,AI,93
5273,Student_4273,94,51,64,Data Science,IoT,Data Science,68
5274,Student_4274,68,73,97,Networking,IoT,IoT,76
5275,Student_4275,60,80,57,Data Science,Data Science,Data Science,60
5276,Student_4276,62,82,62,IoT,AI,IoT,99
5277,Student_4277,57,88,97,Web Dev,Data Science,AI,64
5278,Student_4278,89,79,52,Web Dev,AI,Networking,89
5279,Student_4279,53,95,50,IoT,IoT,IoT,70
5280,Student_4280,96,86,58,Data Science,AI,Networking,87
5281,Student_4281,80,77,80,AI,Web Dev,Web Dev,97
5282,Student_4282,77,80,90,Data Science,Data Science,Web Dev,76
5283,Student_4283,60,60,75,Web Dev,Data Science,AI,82
5284,Student_4284,92,72,66,AI,Data Science,AI,77
5285,Student_4285,50,51,83,Networking,Networking,AI,96
5286,Student_4286,98,89,58,Networking,Networking,Web Dev,86
5287,Student_4287,96,90,62,Data Science,IoT,IoT,84
5288,Student_4288,87,76,54,Data Science,IoT,Data Science,64
5289,Student_4289,73,84,90,AI,Networking,AI,78
5290,Student_4290,96,51,62,AI,Data Science,Data Science,86
5291,Student_4291,80,88,50,Data Science,Networking,Data Science,72
5292,Student_4292,90,86,74,Web Dev,AI,Web Dev,66
5293,Student_4293,95,70,96,Networking,Data Science,IoT,85
5294,Student_4294,99,54,53,AI,Networking,Web Dev,73
5295,Student_4295,75,94,85,Web Dev,IoT,AI,86
5296,Student_4296,98,70,59,Data Science,Networking,Web Dev,67
5297,Student_4297,99,78,77,IoT,Web Dev,Web Dev,90
5298,Student_4298,54,69,55,AI,Networking,Web Dev,94
5299,Student_4299,69,87,76,IoT,Data Science,AI,86
5300,Student_4300,90,69,61,Web Dev,Networking,AI,63
5301,Student_4301,60,99,97,Networking,IoT,Web Dev,63
5302,Student_4302,82,74,52,Web Dev,AI,Web Dev,77
5303,Student_4303,99,51,95,Networking,Web Dev,Data Science,82
5304,Student_4304,87,81,82,Web Dev,Data Science,IoT,91
5305,Student_4305,76,75,59,AI,IoT,Data Science,71
5306,Student_4306,83,55,80,AI,Web Dev,IoT,79
5307,Student_4307,64,90,64,IoT,Networking,IoT,71
5308,Student_4308,81,52,56,Web Dev,Web Dev,Web Dev,67
5309,Student_4309,70,82,85,Web Dev,AI,Data Science,81
5310,Student_4310,95,50,63,IoT,Web Dev,IoT,86
5311,Student_4311,54,54,97,Data Science,Web Dev,IoT,76
5312,Student_4312,55,62,63,Web Dev,Networking,AI,91
5313,Student_4313,87,68,52,Web Dev,Networking,IoT,92
5314,Student_4314,71,61,98,Web Dev,Data Science,Web Dev,90
5315,Student_4315,67,97,95,Data Science,Networking,Networking,65
5316,Student_4316,63,74,99,AI,Web Dev,AI,98
5317,Student_4317,59,84,52,IoT,AI,Networking,68
5318,Student_4318,95,61,71,Data Science,Networking,Web Dev,91
5319,Student_4319,62,79,68,Networking,Data Science,Networking,95
5320,Student_4320,80,54,84,Networking,Data Science,IoT,75
5321,Student_4321,79,83,61,Data Science,Web Dev,Networking,71
5322,Student_4322,52,71,54,Data Science,Networking,Data Science,62
5323,Student_4323,79,88,59,AI,Networking,Web Dev,86
5324,Student_4324,55,62,90,Networking,Data Science,Data Science,86
5325,Student_4325,78,96,82,IoT,Networking,Networking,68
5326,Student_4326,57,52,62,Web Dev,Web Dev,Data Science,76
5327,Student_4327,93,69,84,Web Dev,AI,AI,64
5328,Student_4328,94,80,81,AI,Web Dev,Networking,85
5329,Student_4329,92,54,60,AI,Networking,Data Science,80
5330,Student_4330,93,73,97,Networking,Web Dev,IoT,60
5331,Student_4331,82,89,87,IoT,IoT,Networking,60
5332,Student_4332,66,82,73,IoT,IoT,AI,94
5333,Student_4333,97,57,84,Data Science,Networking,IoT,68
5334,Student_4334,60,73,68,AI,Networking,Networking,82
5335,Student_4335,62,99,55,Web Dev,AI,IoT,97
5336,Student_4336,99,69,89,Web Dev,Web Dev,Networking,63
5337,Student_4337,60,65,94,Networking,AI,Networking,78
5338,Student_4338,80,99,93,Web Dev,Networking,Web Dev,96
5339,Student_4339,77,61,91,IoT,Networking,Data Science,64
5340,Student_4340,93,62,84,IoT,Data Science,Networking,87
5341,Student_4341,55,94,53,AI,AI,AI,82
5342,Student_4342,90,91,82,Networking,Networking,Data Science,97
5343,Student_4343,65,88,62,Web Dev,IoT,Web Dev,82
5344,Student_4344,53,74,85,AI,Data Science,Data Science,77
5345,Student_4345,84,95,92,Data Science,Web Dev,Data Science,88
5346,Student_4346,97,81,68,Data Science,Data Science,Networking,87
5347,Student_4347,75,73,92,Web Dev,Web Dev,AI,68
5348,Student_4348,61,97,61,Web Dev,IoT,Networking,98
5349,Student_4349,60,96,60,Web Dev,Web Dev,AI,69
5350,Student_4350,86,93,55,IoT,AI,AI,61
5351,Student_4351,74,58,61,Web Dev,Web Dev,IoT,72
5352,Student_4352,67,89,76,Data Science,Web Dev,Networking,97
5353,Student_4353,68,99,90,Web Dev,Data Science,Web Dev,86
5354,Student_4354,72,72,74,Networking,IoT,Data Science,79
5355,Student_4355,87,99,91,Data Science,Web Dev,IoT,99
5356,Student_4356,67,62,52,Networking,AI,Web Dev,69
5357,Student_4357,75,81,52,Data Science,Data Science,Networking,75
5358,Student_4358,55,99,69,AI,IoT,AI,74
5359,Student_4359,53,64,77,Data Science,IoT,Networking,72
5360,Student_4360,93,85,72,Data Science,Networking,Networking,97
5361,Student_4361,78,98,97,Networking,AI,IoT,79
5362,Student_4362,83,54,52,Networking,Data Science,Web Dev,83
5363,Student_4363,66,71,91,Data Science,Data Science,IoT,66
5364,Student_4364,92,65,73,Data Science,AI,Web Dev,82
5365,Student_4365,92,90,92,IoT,IoT,IoT,83
5366,Student_4366,65,59,89,AI,Web Dev,Data Science,88
5367,Student_4367,51,73,55,AI,AI,AI,64
5368,Student_4368,83,67,69,Web Dev,Data Science,AI,94
5369,Student_4369,57,98,60,Data Science,AI,AI,60
5370,Student_4370,62,67,81,Data Science,IoT,Data Science,95
5371,Student_4371,91,56,76,Data Science,Networking,Data Science,77
5372,Student_4372,57,53,70,Data Science,Networking,AI,65
5373,Student_4373,79,75,93,AI,Web Dev,AI,82
5374,Student_4374,81,54,97,Networking,Web Dev,Web Dev,69
5375,Student_4375,85,65,99,IoT,IoT,Web Dev,66
5376,Student_4376,96,84,62,Networking,Web Dev,Networking,67
5377,Student_4377,79,75,71,Networking,Networking,IoT,72
5378,Student_4378,50,67,84,AI,IoT,Web Dev,89
5379,Student_4379,92,78,96,IoT,IoT,Web Dev,77
5380,Student_4380,88,72,71,Data Science,IoT,Web Dev,73
5381,Student_4381,66,63,77,AI,AI,Web Dev,70
5382,Student_4382,69,64,70,AI,Web Dev,Data Science,97
5383,Student_4383,73,98,95,IoT,Data Science,Networking,72
5384,Student_4384,99,82,67,Web Dev,Networking,Web Dev,92
5385,Student_4385,71,74,80,AI,Web Dev,IoT,72
5386,Student_4386,78,70,95,Networking,Networking,Web Dev,84
5387,Student_4387,71,66,86,Networking,Web Dev,Data Science,83
5388,Student_4388,93,72,70,Data Science,Data Science,AI,88
5389,Student_4389,58,92,63,AI,Networking,AI,95
5390,Student_4390,86,66,74,Data Science,Data Science,Networking,65
5391,Student_4391,59,63,76,AI,Networking,AI,77
5392,Student_4392,85,78,89,IoT,AI,Web Dev,87
5393,Student_4393,86,69,72,AI,AI,Data Science,64
5394,Student_4394,77,79,80,Web Dev,Networking,Networking,77
5395,Student_4395,77,68,96,Networking,Networking,Web Dev,96
5396,Student_4396,91,88,78,IoT,Data Science,AI,66
5397,Student_4397,92,62,96,Networking,IoT,IoT,68
5398,Student_4398,70,67,79,Data Science,Networking,Web Dev,94
5399,Student_4399,73,72,75,IoT,Web Dev,IoT,71
5400,Student_4400,91,95,69,Web Dev,Web Dev,IoT,99
5401,Student_4401,89,82,87,Networking,Web Dev,Networking,98
5402,Student_4402,51,88,68,AI,AI,Data Science,83
5403,Student_4403,57,89,76,AI,Data Science,AI,68
5404,Student_4404,97,67,74,AI,AI,AI,71
5405,Student_4405,76,58,89,IoT,Web Dev,Web Dev,95
5406,Student_4406,71,82,87,Web Dev,Networking,AI,96
5407,Student_4407,86,81,72,Web Dev,Web Dev,Networking,68
5408,Student_4408,76,66,78,Web Dev,Networking,AI,98
5409,Student_4409,78,68,64,Networking,Data Science,Web Dev,81
5410,Student_4410,52,76,52,IoT,IoT,AI,76
5411,Student_4411,93,55,59,AI,Networking,Data Science,92
5412,Student_4412,62,84,64,Networking,AI,IoT,83
5413,Student_4413,94,86,65,Web Dev,Web Dev,IoT,74
5414,Student_4414,59,83,66,AI,Web Dev,IoT,88
5415,Student_4415,85,69,68,IoT,Web Dev,Data Science,91
5416,Student_4416,58,74,60,Data Science,Networking,Networking,92
5417,Student_4417,76,53,97,Web Dev,Data Science,Web Dev,88
5418,Student_4418,83,59,54,Web Dev,Networking,Data Science,74
5419,Student_4419,50,59,54,Web Dev,AI,Web Dev,86
5420,Student_4420,81,73,63,Web Dev,Web Dev,Networking,93
5421,Student_4421,74,70,99,AI,Networking,Data Science,63
5422,Student_4422,78,60,75,IoT,Web Dev,AI,77
5423,Student_4423,56,76,57,Networking,AI,Networking,80
5424,Student_4424,98,65,54,AI,IoT,IoT,67
5425,Student_4425,52,75,56,IoT,IoT,Data Science,65
5426,Student_4426,69,79,65,Networking,IoT,Networking,79
5427,Student_4427,69,98,63,Web Dev,Web Dev,Networking,61
5428,Student_4428,79,65,86,IoT,Networking,Data Science,81
5429,Student_4429,84,56,90,Web Dev,Web Dev,IoT,80
5430,Student_4430,84,65,53,IoT,Data Science,IoT,65
5431,Student_4431,98,84,85,Data Science,Networking,Networking,91
5432,Student_4432,88,65,97,Web Dev,AI,Web Dev,65
5433,Student_4433,76,89,66,Web Dev,IoT,Networking,72
5434,Student_4434,75,61,96,Web Dev,Networking,Data Science,60
5435,Student_4435,63,84,85,AI,Networking,Data Science,81
5436,Student_4436,66,98,55,Networking,IoT,Data Science,83
5437,Student_4437,67,70,65,Web Dev,AI,IoT,89
5438,Student_4438,94,99,78,Web Dev,Web Dev,AI,81
5439,Student_4439,78,92,85,AI,Web Dev,Data Science,71
5440,Student_4440,69,85,87,AI,Networking,Data Science,85
5441,Student_4441,76,97,86,Data Science,IoT,Web Dev,63
5442,Student_4442,67,66,97,IoT,Data Science,Web Dev,78
5443,Student_4443,53,81,97,Web Dev,AI,Networking,75
5444,Student_4444,50,90,59,IoT,Web Dev,Networking,71
5445,Student_4445,99,55,90,AI,AI,Networking,92
5446,Student_4446,50,73,85,AI,AI,Data Science,80
5447,Student_4447,75,76,78,Data Science,AI,Web Dev,95
5448,Student_4448,94,69,63,Networking,IoT,Networking,68
5449,Student_4449,69,74,53,AI,IoT,Web Dev,98
5450,Student_4450,72,51,93,Web Dev,IoT,Data Science,67
5451,Student_4451,59,58,91,Data Science,Networking,Data Science,79
5452,Student_4452,60,77,85,Networking,IoT,Networking,69
5453,Student_4453,90,87,99,Data Science,Networking,Data Science,91
5454,Student_4454,90,52,94,AI,Web Dev,Data Science,87
5455,Student_4455,54,69,62,Networking,Web Dev,Web Dev,69
5456,Student_4456,50,55,95,IoT,Web Dev,AI,67
5457,Student_4457,66,88,67,Networking,Web Dev,IoT,92
5458,Student_4458,71,82,82,Web Dev,Web Dev,Networking,72
5459,Student_4459,83,50,70,IoT,IoT,AI,94
5460,Student_4460,94,86,65,IoT,Data Science,Networking,88
5461,Student_4461,90,55,64,Web Dev,IoT,AI,64
5462,Student_4462,78,94,54,IoT,Data Science,Data Science,62
5463,Student_4463,53,83,55,AI,IoT,Networking,96
5464,Student_4464,54,96,87,Networking,Web Dev,AI,65
5465,Student_4465,60,64,52,Networking,AI,IoT,75
5466,Student_4466,70,94,97,Web Dev,Data Science,Data Science,94
5467,Student_4467,84,75,61,AI,AI,Networking,77
5468,Student_4468,61,63,85,IoT,Web Dev,Networking,70
5469,Student_4469,75,56,82,Networking,Data Science,AI,82
5470,Student_4470,68,95,85,Networking,AI,Networking,70
5471,Student_4471,94,80,82,Networking,IoT,Data Science,88
5472,Student_4472,56,73,80,Networking,Web Dev,Web Dev,86
5473,Student_4473,96,80,70,Data Science,IoT,AI,68
5474,Student_4474,56,78,76,Web Dev,IoT,IoT,94
5475,Student_4475,75,91,76,IoT,Web Dev,Networking,68
5476,Student_4476,89,81,57,IoT,Data Science,Data Science,77
5477,Student_4477,54,66,86,Web Dev,Networking,Networking,80
5478,Student_4478,70,63,81,AI,Networking,IoT,95
5479,Student_4479,63,89,75,Web Dev,Web Dev,Data Science,60
5480,Student_4480,53,85,51,Networking,Networking,IoT,86
5481,Student_4481,72,97,61,Networking,AI,Data Science,99
5482,Student_4482,91,73,71,Web Dev,Data Science,Web Dev,97
5483,Student_4483,69,94,66,Web Dev,IoT,Data Science,88
5484,Student_4484,64,76,56,IoT,IoT,IoT,99
5485,Student_4485,99,74,92,IoT,Web Dev,AI,78
5486,Student_4486,94,81,53,Data Science,IoT,Web Dev,83
5487,Student_4487,78,67,86,Data Science,AI,Networking,60
5488,Student_4488,57,95,87,Networking,AI,Web Dev,95
5489,Student_4489,90,67,81,Data Science,Web Dev,Web Dev,82
5490,Student_4490,97,86,60,Data Science,IoT,Networking,72
5491,Student_4491,68,75,50,AI,Networking,Data Science,89
5492,Student_4492,97,58,74,Web Dev,Networking,Web Dev,96
5493,Student_4493,88,84,91,IoT,Data Science,Web Dev,70
5494,Student_4494,95,57,73,Data Science,Web Dev,AI,66
5495,Student_4495,77,69,92,IoT,Data Science,AI,94
5496,Student_4496,95,91,66,Data Science,Networking,IoT,70
5497,Student_4497,76,71,57,Data Science,Networking,Networking,99
5498,Student_4498,53,68,94,Networking,Networking,Data Science,80
5499,Student_4499,64,79,76,AI,Data Science,Data Science,62
5500,Student_4500,84,77,67,Web Dev,Web Dev,IoT,89
5501,Student_4501,86,84,76,Web Dev,AI,Data Science,83
5502,Student_4502,50,92,71,Networking,AI,Data Science,97
5503,Student_4503,52,60,65,Networking,Networking,AI,62
5504,Student_4504,96,80,51,Web Dev,Web Dev,Data Science,96
5505,Student_4505,73,98,54,Web Dev,Web Dev,Data Science,92
5506,Student_4506,76,97,67,AI,IoT,IoT,81
5507,Student_4507,89,88,52,Data Science,IoT,IoT,90
5508,Student_4508,85,85,76,AI,Data Science,Web Dev,71
5509,Student_4509,83,79,66,Web Dev,IoT,Data Science,73
5510,Student_4510,78,72,65,Data Science,Data Science,Data Science,71
5511,Student_4511,73,68,55,Web Dev,AI,Data Science,86
5512,Student_4512,73,61,56,AI,Networking,AI,72
5513,Student_4513,91,64,99,AI,Web Dev,Data Science,83
5514,Student_4514,53,80,63,AI,AI,AI,97
5515,Student_4515,52,92,87,Data Science,AI,Web Dev,68
5516,Student_4516,83,86,89,IoT,Data Science,Networking,67
5517,Student_4517,98,86,64,IoT,Networking,Data Science,96
5518,Student_4518,72,64,96,Web Dev,Data Science,IoT,74
5519,Student_4519,72,78,96,Data Science,AI,IoT,66
5520,Student_4520,94,99,97,Networking,Web Dev,Data Science,83
5521,Student_4521,54,92,82,IoT,IoT,AI,75
5522,Student_4522,80,75,92,Data Science,Data Science,IoT,83
5523,Student_4523,90,93,76,Data Science,AI,IoT,66
